generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	10011100100100111011001110011011	0.6875	0.9782032103415615
1	0	0.9	00000011101001001110110111000011	0.625	0.9450600358722968
2	0	0.9	00000010110010011101111111010010	0.6875	0.9257941805077021
3	0	1.0	01100011110101110100011000010011	0.625	0.9294882582329516
4	0	0.9	01100011110101100011100001101001	0.6875	0.9111298263900921
5	0	1.0	00001110111111111000100100110010	0.625	0.9085630570220159
6	0	0.9	00000010111111111000111110101011	0.6875	0.8772593424566929
7	0	1.0	10000010111111111000111110101011	0.6875	0.8538787795928208
8	0	1.0	10000010111111111000111110101011	0.6875	0.7453667760801763
9	0	1.0	10000010111111111000111100010010	0.625	0.7068300223868383
10	0	1.0	11010011100001101000100100101011	0.6875	0.6429484091579297
11	0	0.9	00000010101011111101111111010010	0.75	0.6365590669163557
12	0	1.0	10000001111111111000111100011000	0.75	0.6386422244530575
13	0	0.9	00000010011001111000111100010000	0.6875	0.6066864761036184
14	0	0.9	00000010011011111000111100000010	0.6875	0.5550112664892797
15	0	1.0	10100000011111111000111111010010	0.6875	0.5272980486026695
16	0	0.9	00000011111111111010111111010010	0.75	0.5235091798642794
17	0	0.9	00000010011011111000111100011000	0.6875	0.5343147557531102
18	0	0.9	00000010101011111010111100010010	0.6875	0.5337470943925083
19	0	1.0	00000010001011111010111100010010	0.625	0.5388122486159753
20	0	0.9	00000011111111111010011100011010	0.6875	0.5752302143267364
21	0	0.9	00000010001011111000111100010000	0.6875	0.5512686854856853
22	0	0.9	10000010011111111100111111010010	0.625	0.5476764126731191
23	0	1.0	00000011110011111001111000000011	0.75	0.5681460385057313
24	0	1.0	00000011110011111001111000000000	0.8125	0.5604694632194351
25	0	1.0	00000011111111111001111001000011	0.75	0.5192312422155327
26	0	1.0	00000001111011111001111000000000	0.8125	0.5092333971748253
27	0	1.0	00000011111011111001011000000000	0.75	0.5281887258082651
28	0	1.0	00000110000111111000111000000000	0.8125	0.4810017142242373
29	0	1.0	00000011111111111000011100000000	0.875	0.5031995882223812
30	0	1.0	00000111000011111000101100010011	0.75	0.5201896631621261
31	0	1.0	00000001111011110001111000000000	0.8125	0.4707838209563073
32	0	1.0	00000011000001110011111000000000	0.8125	0.5377450414742104
33	0	0.9	00000011111111111001111000000000	0.875	0.5197376330628961
34	0	1.0	00000011111111111001110100000000	0.8125	0.4631660282422686
35	0	1.0	00100011111111011001111000000000	0.75	0.3404919056401985
36	0	1.0	00000111111111111001111000000000	0.875	0.2665964532351139
37	0	1.0	00000011111111111000110100000000	0.8125	0.27865291192576414
38	0	1.0	00000111111111111001111000000000	0.875	0.3080581767952837
39	0	1.0	00000111111111111001111000000000	0.875	0.31244610916945015
40	0	1.0	00000111111111110011111000000000	0.875	0.3328470997085428
41	0	1.0	00000001111111110011111000000000	0.875	0.3508393954051193
42	0	1.0	00000011111111111000110000000000	0.875	0.3405984631005694
43	0	1.0	00000011111111110011111100000100	0.8125	0.35545773877801645
44	0	1.0	00000011111111111001111000000000	0.875	0.30163984086735013
45	0	1.0	00000011101111111001111000000000	0.8125	0.2560213239259673
46	0	1.0	00000011111111110011111000000000	0.875	0.2241181373055602
47	0	1.0	00000011111111110011111000000000	0.875	0.24332270880544307
48	0	1.0	00000011111111111001111100000000	0.875	0.19062019425329454
49	0	1.0	00000111111111111011111100000000	0.875	0.19569961645341566
50	0	1.0	00000011111111111011111000000000	0.875	0.20348823679740913
51	0	1.0	00000111111111111011101100000000	0.8125	0.1949759134494726
52	0	1.0	00000011111011111001111100000000	0.8125	0.24232038286595223
53	0	1.0	00000111111111111001111100000000	0.875	0.25563542482342233
54	0	1.0	00000011111111111011100100000000	0.8125	0.24358347111226486
55	0	1.0	00000111111111111001111100000000	0.875	0.2218779517131515
56	0	1.0	00000111111011111001111100000000	0.8125	0.25689809354971305
57	0	1.0	00000111111111011011111100000000	0.8125	0.2608789700877614
58	0	1.0	00000011111111111001111100000000	0.875	0.3252035245138093
59	0	0.9	00000111110011111011111000000000	0.8125	0.36115039049736125
60	0	1.0	00000011111111111011101100000000	0.8125	0.36507750183471127
61	0	1.0	00000011111111111011111000011000	0.8125	0.3755851777696083
62	0	1.0	00000111101111111011111100000000	0.8125	0.3585337221052768
63	0	1.0	00000011111111111011111101000001	0.75	0.36977811160732865
64	0	1.0	00000011111111111011111100011000	0.8125	0.37283582688482925
65	0	1.0	00001011111111111111100100000000	0.8125	0.370178635861882
66	0	1.0	00000011111111111111100100100000	0.8125	0.3599792138016911
67	0	1.0	00011111111111111111111000000000	0.9375	0.39443076129194193
68	0	1.0	00000011111111111111111000000000	0.9375	0.36726712802145006
69	0	1.0	00000011111111111111111000000000	0.9375	0.3534908280630485
70	0	1.0	00000011111111111111111000000000	0.9375	0.3082554679692082
71	0	1.0	00000011111111111111100100000000	0.875	0.3351666876746779
72	0	1.0	00000011111111111111110100000000	0.875	0.3912528910967687
73	0	1.0	00011111111111101111111000000000	0.875	0.3856480239857329
74	0	1.0	00000011111101111111111000000000	0.875	0.39768283632710705
75	0	1.0	00001111111111101111111000000000	0.875	0.4019160108473811
76	0	1.0	00000011111111111111111000000000	0.9375	0.3544643501979428
77	0	1.0	00111111111111111111100100000000	0.875	0.3522011579417331
78	0	1.0	00000011111111111111100100000100	0.8125	0.2829240244087023
