generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	0101011000110001100101000111001101010010011000111001010011000010	0.75	0.9949311324690007
1	0	1.0	0111010100001010100111101000000101100010001100011110110010110100	0.65625	0.9900016348515388
2	0	1.0	0011111011101010010000011011111111101100100100011101011011011100	0.65625	0.9856229182042481
3	0	1.0	1010111100010110000010100101000010011111010011101110101101100000	0.65625	0.9861158034227463
4	0	1.0	0101101111010010001011000010101000000110011100001101110110110111	0.65625	0.9792076480151783
5	0	1.0	1001011111010011001101101010101100101011000011110101010111110101	0.6875	0.9681618758621595
6	0	0.9	0101101111010010100101000000101101111011100100110100111011011100	0.59375	0.9599408666341707
7	0	1.0	0011011110010111001111101111011011001101110001100001100101000100	0.625	0.9466223711902698
8	0	1.0	0101001110000001101101111101111110111001100011100100110110010110	0.59375	0.9440599807990023
9	0	1.0	0001010001001000001010000000101101111000111100011010111011110011	0.625	0.9404141465824113
10	0	1.0	1011100010001010011000101110011011001100100000011111001001001110	0.625	0.9405715768733584
11	0	1.0	1101011111010011001101000000100100001101011101011010110011110011	0.625	0.9334580237053561
12	0	1.0	1100010001101100111011001011100011111101000000011111001001001100	0.625	0.9299030296244122
13	0	0.9	0001010001001000011111101111011110111001001000000110001010010111	0.625	0.9222402420987398
14	0	1.0	0100000001011011011111101110011110111001001000000110001010010110	0.625	0.9118118331938819
15	0	1.0	0111111000001010011000101110011011011110101011001110001001110011	0.65625	0.9145597842902229
16	0	1.0	0101011000110001101011001110011100001101110000001010101000010111	0.65625	0.9152903725971184
17	0	1.0	0111111010110001101011001110011011111110111000011010110011110100	0.84375	0.9013207914076894
18	0	1.0	0001000010101100111011101000011100011110101001001110111011110111	0.78125	0.8946167349884183
19	0	1.0	1100011110100101010011111111011011001101100101011010110011010011	0.65625	0.8872067684329693
20	0	1.0	0101001000001101001110110010011000011100101011111010110011110111	0.65625	0.8734777869651668
21	0	1.0	1100011111101111001100101110111000011101111000001110101001011100	0.625	0.862243305510261
22	0	1.0	1000010010101101011101101110011010011100110011001111001001100100	0.71875	0.85861886984966
