generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.8	10010010100110000100001111000001100110001100100100110111011001000110111101101010110110101111001011001001110010010110110000001010	0.59375	0.97697887037844
1	0	0.8	10000101111001010001010000010011111011011011100011001110010101000100000110000111100001110010101100100100111011100010100111001111	0.578125	0.9592478553497371
2	0	1.0	00101100101011111011110000001011011100001110100000100000110111000010011111100001010011011111000000011001101001111000011100100100	0.640625	0.9141518000810557
3	0	1.0	10000101111001010001010000010011111011011011100011001111010101000100000001110111110110000011001011111000111011100010100111001111	0.59375	0.8882384360299465
4	0	0.9	11110101010100100100000100000001111110111100100100110111011001010110111101101010110110101111001000011001101001101000011100100100	0.59375	0.8827560412353017
5	0	0.8	11110101010100100100000100000001111110111100100100110111011001010110111001000001100011100011110110100110110110110100111011000010	0.578125	0.8556774137366697
6	0	0.9	10010010100110000001000000010011111011011100100100110111011001111111100110000011100001110010110110100110110110010100111011000010	0.609375	0.818723080851011
7	0	0.7	10101001010100100100000110000001111110111010101011111110101001001011101001000001101011111010111000010011110111001000000000011111	0.625	0.7886902088890166
8	0	0.9	10101001010100100100000110000001111110111010101011111110101001001011101001000001010011011111000000011001101001111000100111001111	0.578125	0.7193691644243768
9	0	0.8	11110101010100000100000110001001111110111010101011111110101001001011101001000001010011011111001000011001100010101010100110110111	0.609375	0.6040399696564596
10	0	0.9	11110101011001010001000100001001111110111010101011111010101001001011100100000011100001110010110110100110110110010100111011000010	0.59375	0.5939061931561612
11	0	0.9	10010010000110000100000110010011111011011110100100110111011001111111101001000001101011111010111000010011110111001000000000011111	0.609375	0.5775831034321033
12	0	0.8	11110101010100000100000110001001111110111010101011111110101001001011101001010001010011011111001000011001101001111000100111000111	0.578125	0.5293019961628556
13	0	0.9	10101001010100100001010000010111111011011100101011111110101000101011110000000101101011111110111000010001110111111000100111000111	0.625	0.5599096075740609
14	0	0.9	10010010000110000100000110010011111011011110110100010111011001111111101001000001101011111010111000010011110111001100000000011010	0.59375	0.5493236961899252
15	0	1.0	11110101010100000001000000010111111011011000101011111110101001001011101001000001101011011010011000010011110111001001000000011111	0.609375	0.5379234178425691
16	0	0.8	11110101010100000100000110010011111011011001101011111110101001001011101001010000010011011111101100010001110111111000100011000111	0.609375	0.531204676967511
17	0	0.9	11110101011001010000001101010011111011011100100101111110101001101000101001000001010011011111001000011111111111001101000111000111	0.59375	0.522203881430892
18	0	0.9	11110101011001010000001101010011111011011100100101101110101001101010101001000001101011111010011000010011110111001001000000011010	0.59375	0.5084680399870987
19	0	0.9	11110101010100000100000110010011111011011001101011110110101011001011101001010000001011111010111000010011110101110110111011000010	0.625	0.502559317034148
20	0	0.9	11110101010110100110000110100001111111011001101011110110101011001011101001010000001011111010111000010011110101110110111011000010	0.640625	0.47898674520705425
21	0	0.9	11110101010100000100000110010011111011011101101011110110101011001010101001010000001011011111000100011101001011001000000000011010	0.59375	0.48418095440166514
22	0	0.9	11110101001101010001000110010011111011011010101011110010101001001011101000000001101011001010001000011111111111001101010000011111	0.609375	0.4918754843025164
23	0	1.0	11110101010110101110000111100001111110011100101011111110101001001011101001000001010011011111000100011101001011001000000000011010	0.59375	0.46794084749746595
24	0	1.0	11110101010000100000000110010111111011011000101011111110101011001011101001010000001011111010111100001011110101001000110000011111	0.640625	0.4787609652420299
25	0	0.9	11101001010000100000000110010111111010011100101011111110101001001011101001010001101011111011001000011011110111001001010000011010	0.5625	0.47847551788924403
26	0	0.8	11101001010010100000000110010111111110011101101011110110101011001011101001000001010011011110110001010001110011001011000000111101	0.59375	0.47815893624191563
27	0	0.9	11110101011100101100000100010011111001011011101011110110101011001011100001000001010011011010111000010011110111001000000000011010	0.59375	0.46832427168171614
28	0	0.8	11110101011001011000011101010001111011111011001011010110101011011011110001000001101011011010011000010011110011001001010000010111	0.625	0.4369452508754113
29	0	0.9	11101001010010100000000110011111110110011110101011111110101001001011101001010001101011111011001000011011110111001011000010011111	0.59375	0.4577723108165185
30	0	1.0	11101001010000100000000110010111111010011100101011111110101011101011101001001101101001100010111000110111110111001000110110011111	0.609375	0.46825540665786314
31	0	0.9	11101001010000100000000110010111111010011100101011111110101011101011111001100001101011111010111100011011110111001000010000111111	0.625	0.47059966421649063
32	0	0.9	11101001010000100000000010010111011010011100101011111110101011101011111001100001101011111010111100011011110111001001011000011111	0.625	0.45230342486356323
33	0	1.0	10101001010010100000000111010111111110011100101011110110111001001011001001010000101011111010111100011011110111001001011000011111	0.59375	0.4562060375190915
34	0	0.9	11101001010010100000000110011111111011111011001011011010111000001011111001001000101011110010011000011010111111001011000000011110	0.625	0.47117309766059795
35	0	0.9	11110101000110101110010111010011111110011100101011110110111001001011001001000000101111111110111100011011110111001001011000011101	0.640625	0.43270493981699404
36	0	0.9	11110001010101001100000110011011111111011100101011111110101001001011101001010001101011011010001000110011111111001000010100011111	0.625	0.43193249424254665
37	0	0.9	11110001010101001100000110011001111111011100101011111110101001001011101001010001101011011010001000110011111111001001011000011101	0.65625	0.44623028959711086
38	0	0.9	11010001010010100000000110010111111010001100101011011110111101001011001001010001011011111000111010010001110111011001000010001111	0.59375	0.4445660350277029
39	0	0.9	11111001010100011110000111010011111110011100100111110110111001011011110001101001101011111110001000110011110111011001000010001111	0.59375	0.4463661380756816
40	0	1.0	11101001011110001110000110011011110010011100101001110110111001001011111001100101001011011010111100011011100011101001000010011111	0.578125	0.46690732031034143
41	0	0.9	11111001010100011110000111011011110010011100101001110110111001001011111001100101001011011010111100011011100011101001000010011111	0.59375	0.45932894613819575
42	0	0.9	11101001011010100000000111010011111010011100100011110100111001000011001011010000101111111010111100011011110111011000000010001011	0.609375	0.44938372688073397
43	0	0.9	11111001010100011110000110010111111010001100101011011110111101001011001001010001011001111011111100011011110111001001011000011101	0.609375	0.45584544631735013
44	0	0.9	11111001010100100000000110010111111010001100001011011110111101001011011001010001011001111000111010010011111110011001010010011111	0.609375	0.4504744695447819
45	0	0.8	11110001010101000000000111010011111010011100110011110000111001000011101000010010101111111010101100011011110111011001111000011111	0.59375	0.4398276241077048
46	0	0.9	11111001010100100100000110010111111010001100001011011110111101001011011001010001011001111000111100011010010011011101000010001111	0.59375	0.4351129371478196
