generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	0100110011010000110010001000010010010001010111000010010111100101	0.6875	0.9892573722360452
1	0	0.95	0001011000100001010001101001110110101111011111100110101011001000	0.6875	0.9727896250215403
2	0	0.85	0110110110100001011111111010011011000111100100100110010111100101	0.625	0.9554521070805496
3	0	0.85	0101110010000001100000000001111100111011010101100100101011001000	0.6875	0.9424561158567945
4	0	0.95	0101010100101100010110010011100101010111001010010111101001110111	0.6875	0.9359977834404896
5	0	0.9	0101000110100110111000111111000100110110001111100101110100010111	0.6875	0.9358572968210581
6	0	0.8	0000110110101001010010011101111100001101101000111000100100101110	0.71875	0.92794997735381
7	0	0.9	1010000010011101101000011111011111000001111110011101101111011111	0.65625	0.8810261357235261
8	0	0.85	1010110110100001101000011111011111000001111110011101101111011111	0.6875	0.8658795523239695
9	0	0.9	0000000100110011110101111111000100100001111110011101101111011111	0.65625	0.8399475672911125
10	0	0.85	1100000110110011100100000001111110011111000111001011001100011111	0.65625	0.8439204188570255
11	0	0.85	0101110010000010010101111001110001001010010101000101110101010111	0.65625	0.8240007562833542
12	0	0.9	0010000100110011110101111111000100100011000101000011001001010111	0.6875	0.8163233481747644
13	0	0.9	1011111001000011010100100111101001000110010100000010001001010111	0.65625	0.8163610781955568
14	0	0.9	1011111001011011110101111011110100111010011110011101101111011111	0.71875	0.8056251825980669
15	0	0.95	1011111001001000110101111011110100011001111111100101001100011111	0.65625	0.7919068763813628
16	0	0.9	1011111001000011110100100111111100010111010100100011011101100000	0.65625	0.7727166859479292
17	0	1.0	1001100001100001110000000001111100001010011110011111001100011111	0.71875	0.7598030816218481
18	0	0.9	1011111001000011010100100111110000001110010101001110101100011111	0.625	0.7655133663340801
19	0	0.85	1011111001100001110100000001111100001010011111111011000100011111	0.65625	0.7782028963458301
20	0	0.9	1001100001100001110000000001111110111010110000000011101100011111	0.6875	0.7784159238978339
21	0	0.85	0010100001011101011100001101111100001010011111111011000100011111	0.71875	0.785226019231963
22	0	0.95	0011111000011100110101111011110100001001110110000001111011011111	0.59375	0.7679330968819419
23	0	0.9	1000010001100001000101101011110100001001111111011011001100011111	0.65625	0.7603380892740048
24	0	0.9	1011111001001000111100010000111100111111110110000101001101011111	0.71875	0.7589733574356176
25	0	0.85	1010110001011001011111111011110000101111001110000101110101011111	0.65625	0.7527929400203591
26	0	0.85	1001100110100001000101101010110100001001111100011111101111111111	0.65625	0.7485590708012958
27	0	0.85	1000010001100001000100000011111110101010010101000011011100111110	0.625	0.7413114583099303
28	0	0.85	1001100101011101011111111011110100011001110101000011011100111110	0.71875	0.7415776821695881
29	0	0.95	1001100101011101011100000001111100111001111110011111001111111111	0.65625	0.7271967356609542
30	0	0.9	0011111000011101010100000101110100011010011111000101010100011111	0.71875	0.7162437608259721
31	0	0.9	1001100110011101011101001000110000101001001100011111001111111111	0.65625	0.7197022243087958
32	0	0.85	1001100110011101011101000011110000101111001100011110101111111111	0.65625	0.738754160019482
33	0	0.9	0010100101011101011111111011110100011111001101000101110101111111	0.71875	0.7234548145032081
34	0	0.9	1000100001111001010100111111110110001001011101000101110101010111	0.65625	0.7269751850316082
35	0	0.85	1001111001011101011111111011110000011010011111000101111100011111	0.71875	0.7275439649334291
36	0	0.9	0010100011101101110000000001111110001001101110000011101111110110	0.625	0.7211388432092546
37	0	0.9	0010110001011001110100011001110100011001110101000111001001111111	0.65625	0.7177230907435542
38	0	0.85	1001100001011101111101111011110000011010011111000111011100001110	0.71875	0.7174572107852061
39	0	0.95	0010100001001101011110010001111100111000101010010101001100010111	0.71875	0.7286935972997916
40	0	0.85	0010110000001101011111100011111110111110000101100100000100011011	0.6875	0.7124096129902212
41	0	0.85	1001100010011001111101000101111110101111001101000111011100001110	0.59375	0.7241126039950921
42	0	0.95	1001100001011101111101011001110100011001110111000111001100011011	0.6875	0.7348396123002117
43	0	0.85	1101100101001001011101011001110100011001110111000111001100011011	0.65625	0.7180140943692142
44	0	0.9	0011100110011111011100111011110000011101110101000111001100001110	0.6875	0.7349990720740605
45	0	0.95	1001100011011101111111011001110100111011011110010011011100001110	0.65625	0.7425295119845687
46	0	0.8	0011100110011101111111100001110100001110001101000111001100110110	0.625	0.7235626407687238
47	0	0.9	1001100101011101011100111001110110101100111110010101101010010101	0.65625	0.7204851203549443
48	0	0.9	0011110001011101111101111111111110011110101011010101011110001110	0.71875	0.7038217323511917
