generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	1.0	01100011110110011000100010110011	0.625	0.9829154415714658
1	0	0.9	01000001110101000010001010101001	0.75	0.9511696099444743
2	0	0.9	00110001001011000011001100001111	0.75	0.9299455950441987
3	0	1.0	11010000110111001001100010000000	0.75	0.9167937433687352
4	0	1.0	10100110111000110001111010010111	0.6875	0.8730671275958025
5	0	0.9	10100110111011001001100010000000	0.6875	0.8578937997077584
6	0	0.9	10000101100110011101011000110111	0.6875	0.8409837866173123
7	0	0.9	10111001001011001001100000010111	0.625	0.8676151965752047
8	0	0.9	10111000110111000010101100111101	0.75	0.8343680161861448
9	0	1.0	10111000110111101011100010001110	0.875	0.803728356512352
10	0	0.9	01110100111110010000001100111101	0.5625	0.791998792755079
11	0	1.0	10010111110101101011100010011101	0.6875	0.8047127941125081
12	0	0.9	10110111110101101011111010010101	0.6875	0.8219075654802642
13	0	0.9	10111000111110010000000010001111	0.6875	0.7661986137694079
14	0	0.9	10111000110111101011000010011101	0.75	0.7854310119507826
15	0	0.9	10100001110101100000100000010111	0.625	0.7600925749471129
16	0	1.0	00011000110011101011001100111101	0.625	0.7058003510701429
17	0	0.9	10100001110101101010001010001111	0.625	0.7071719608039782
18	0	1.0	10100001110101101011001101110110	0.75	0.6994377205043099
19	0	0.9	10100001110101000000101001111110	0.6875	0.7194696754565884
20	0	1.0	10110101001011101011001101110110	0.6875	0.7211930655469285
21	0	0.9	10110101110101111011001111111111	0.75	0.6855811324064316
22	0	1.0	10110101110010101011001100111111	0.625	0.6589450364343858
23	0	1.0	10110110010101101010001001010111	0.8125	0.6404831053553699
24	0	1.0	10100101110101101011001111011110	0.75	0.6636595828872478
25	0	0.9	10110101100110101011001111111111	0.625	0.650092622304825
26	0	1.0	10110101111001101011001111011110	0.75	0.6194345374462461
27	0	0.9	10110101100101101011001111111101	0.6875	0.6493232001387429
28	0	1.0	00100101100111101010000101010101	0.625	0.6501436906916146
29	0	0.9	10100110010101101011001111111111	0.625	0.6790570568284099
30	0	1.0	00100101001001001000101100001111	0.625	0.6441153736992451
31	0	1.0	10100101110111101011011111111011	0.6875	0.6428974516453534
32	0	1.0	10110001110111111011001111101011	0.75	0.6691007789471588
33	0	1.0	10110101110111001100101101111001	0.6875	0.6883595388775151
34	0	1.0	00110001110111101100101111101101	0.6875	0.6700768044794956
35	0	1.0	00100111110111101000101111110010	0.75	0.6681278804754808
36	0	1.0	10111111010101101011001111011101	0.6875	0.6896543742904334
37	0	1.0	11010111110111001111001111110110	0.6875	0.6809643989165154
38	0	0.9	00100110110111101010011110101101	0.625	0.6445481882000089
39	0	0.9	10110110010100101111001010101101	0.625	0.6309128234944733
40	0	0.9	10110101110111100100101111111101	0.75	0.6197387782838496
41	0	1.0	10110101110111101101011111101101	0.6875	0.6296657767752052
42	0	0.9	10110101100111100100101110011101	0.6875	0.5742484790035238
43	0	0.9	10110110100110101101001010010100	0.75	0.6177307711078347
44	0	1.0	10110110110101100100101111101101	0.8125	0.6311669747915228
45	0	0.9	10110010110110101101001111111101	0.75	0.6329741473187454
46	0	0.9	00010110010110101101001010010101	0.625	0.6375760852764121
47	0	1.0	10110011010110101101000010000000	0.6875	0.6475263603398719
48	0	1.0	11010110110101111011001011111001	0.75	0.6473875737752809
49	0	0.9	01010010010110101100101010000000	0.6875	0.6643405863749355
50	0	0.9	10010110110101100101000011110111	0.625	0.6631297860678701
51	0	1.0	11010110110110101100101011111101	0.6875	0.6713290942908252
52	0	1.0	10100110111010101011001011110000	0.6875	0.6255200397201255
53	0	0.9	00110010010010100100101011110100	0.625	0.6321757508657277
54	0	1.0	00010110000110100011011000010100	0.75	0.6633309979766346
55	0	1.0	11010110010100100100101011110001	0.6875	0.6865285670342308
56	0	0.9	11010110010101111100101110011101	0.625	0.6505835876113432
57	0	1.0	10010110110100101100101110010100	0.6875	0.6096262784089765
58	0	1.0	10110110110110100100001011110000	0.6875	0.603610471666477
