generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.8	0000000100111100001110011010100100101111100100110110110000010110	0.625	0.9896759400404431
1	0	0.85	1101001111100110000011110100101100110001001111110110011101010111	0.59375	0.9857211242902449
2	0	0.9	0010101100111101011010010101111000001011101111001101100111100110	0.6875	0.9831136510034502
3	0	0.85	1110101011001011101110110100011000101000011000111010101101001001	0.65625	0.9793802340911738
4	0	0.85	0010101100111101010011110010011000100111000010111000011111000100	0.65625	0.9745116481893182
5	0	0.9	1110000001110111111000011110111111001011001101111101101000010111	0.6875	0.9686179479158806
6	0	0.9	1011111100111001100110010111000000100111000111111000110001010110	0.65625	0.9711515345609254
7	0	0.9	1111011100111010100101010011100010110011101101100101011111111110	0.65625	0.9643713861237379
8	0	0.85	1100111101110011000000010101100110101100001111010101011111111110	0.625	0.9556461865414615
9	0	0.85	1100111100100000100110001111001001111110110111110001011110101101	0.6875	0.9467998427685931
10	0	0.9	1101001101101001101101100001000000100110110110110011101101010110	0.71875	0.943108428056141
11	0	0.9	0100000000001100010011100011011010010100011000111010101101001111	0.625	0.9329670531331711
12	0	0.95	1110111110110000000011111011010101111010000111011011011111001111	0.625	0.9263320911674112
13	0	0.95	0010101100111101010011110011011010010100010101101001000111001110	0.65625	0.9158187372559503
14	0	0.9	0011011000101100001001010010000000101000011000111010101101111001	0.625	0.9110272546438187
15	0	0.9	1110111101000011001110110100011000101100011000111010101101000100	0.75	0.8942054632491577
16	0	0.85	1000111011110010101110110100010000100000011000101010101101001100	0.71875	0.8772627124580935
17	0	0.95	1111011100111010100001010011100010110100111011110111110110111100	0.6875	0.8583389229139096
18	0	0.85	0011110100111001101110110010000000000010001000101001101101110110	0.65625	0.8159160351443588
19	0	1.0	0010101011110010101110110100010000100000011000111010101101001000	0.75	0.813219850667136
20	0	0.95	1110000011110010101110110100010000100000011000101010101101001100	0.8125	0.7998804455057316
21	0	0.9	1000111010101011101110110010001001111110001000100001101101110110	0.65625	0.7917607109668389
22	0	0.9	1000111010101011101110110010000000000010001000101001100101110100	0.71875	0.7756592514425489
23	0	0.95	0010101011110010101110110100010000100000011000111010101101001100	0.78125	0.780103406116033
24	0	0.9	1000101011110011101110110100010000100010011000101010101101001100	0.75	0.769364155177459
25	0	0.95	1000111011110010101110110100010000100000011000101010101101001100	0.71875	0.6859983113024724
26	0	0.95	1000101011110011101110110100010000100010011000101010101101001100	0.75	0.6575157771611789
27	0	0.95	0010101011110010101110110100010000100000011000101010101101001100	0.8125	0.5967711262741122
28	0	0.95	1110000001111010101110110100010000100000011000111010101101001100	0.78125	0.5704454089850765
29	0	0.95	0010101011110010101110110100010000100000011000101011101101010110	0.8125	0.5560912327985469
30	0	0.95	1110000001111010101110110100010000100000011000111010101101000100	0.8125	0.568604967896214
31	0	0.95	0010101011110010101110110100010000100000011000111010101101001100	0.78125	0.4932130819525993
32	0	0.95	0010101011110010101110110100010000101000011000111011100101110100	0.78125	0.48623245374151813
33	0	0.95	0010101011110010101110110101011001101000111000111001101101110110	0.8125	0.40896550937788456
34	0	1.0	1110101011110010101110110100010000100000011000101010101101001100	0.75	0.39298745764745724
35	0	0.95	1110000011110010101110110100011001101000011000111010101101000110	0.8125	0.3635611645160925
36	0	0.9	1110000001111010101110110100010001100000011100101010101101001100	0.875	0.37948704635602964
37	0	1.0	0010100011110010101110110101011001101000111000111001101101110110	0.84375	0.3906102551624908
38	0	1.0	0010101011110010101110110100010000100000111000111010101101000110	0.8125	0.39739128927115375
39	0	0.9	0010100001111010101110110100010001100001011100101011101101010110	0.8125	0.4009262135764613
40	0	1.0	0110001011110010101110010111011001101000011000111010101101000110	0.71875	0.3835119776501965
41	0	1.0	1110010010100010101110110100010010100000001000111011101101010110	0.8125	0.3580669690069164
42	0	1.0	0010100011110010101110110101011001101000111000111001101101110110	0.84375	0.3605245009636748
43	0	1.0	0010100011110010101110110111001001101000111000111001101101110110	0.84375	0.35533650693681784
44	0	1.0	1110000001111010101110110100010001100000011100101010101101110100	0.84375	0.3621636645146663
45	0	0.95	0010101011110010101110110100011000101010011000111010101101000100	0.84375	0.361256321528156
46	0	1.0	1110000001111010101110110101010001100000011100101010101101001100	0.84375	0.36108542707514674
47	0	1.0	1110101011110010101110110100010001111010011100111010101101010110	0.78125	0.36575815787011884
48	0	1.0	0010100001111010101110110100010001100001011100101010101101001100	0.8125	0.38023078175367925
