generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	1101110010100000000010011111000101100111010000100110000010001110	0.6875	0.9908331557945501
1	0	0.85	0011001000111001111001100010000111100011000100101001011000100100	0.65625	0.9865015058837454
2	0	0.85	1101011001011010101101110100010101100111101111010110000010101000	0.65625	0.9822360804672189
3	0	0.9	0011100101000010001110000110001000111000011000111011110100001001	0.75	0.9756245729914257
4	0	0.85	0010001010111011101011100010011010000010100110011010001000100110	0.8125	0.9741628772798125
5	0	0.9	1101110010100000000010011111000101100100011110001111010010000101	0.625	0.9679551804717332
6	0	0.9	1101011001011010101100000111010110001010000010101101101001000010	0.71875	0.960309631154549
7	0	0.9	1101000011000011101011100010011010000000100110011010001000100110	0.75	0.9485748303462068
8	0	0.95	1101011001011010100000000111010110011111010000000001111101100010	0.6875	0.9425954260755787
9	0	0.95	1101011001011010101100000111010110001010000010101101101001000010	0.71875	0.9285805239826632
10	0	0.95	1010000011110101101011100010011010000000100110011010001000100110	0.78125	0.9246125928479598
11	0	0.95	0010000111010101101011100010011010000010100110011010001000100110	0.71875	0.9153695550782948
12	0	0.9	1100101010111011101011100010011010000000100110011010001000100110	0.78125	0.8903313839327848
13	0	0.95	1100101010111011101011100010011010000011100110011010001000100110	0.78125	0.859869830339169
14	0	0.95	0010001010111011101011100010011010000010100110011010001000100110	0.8125	0.7941899342099463
15	0	0.95	1110001010111011101011100010011010000010100110011010001000100110	0.8125	0.7606762236976197
16	0	0.95	1001000011000011101011100010011010000000100110011010001000100110	0.78125	0.7496053217340658
17	0	0.95	1101000011000011101011100010011010000000100110011010001000100110	0.75	0.6780756894288229
18	0	0.95	1010001010111010101011100010011010000010100110001000101110101110	0.75	0.595326933608408
19	0	0.9	0010001010111011101011100010011010000010100110011010001000100110	0.8125	0.542953094651924
20	0	0.95	1101000011000011101011100010011010000000100110011010101000100110	0.78125	0.5124501191843382
21	0	0.95	1101110010111010101011100010011010000000100110111010011001100110	0.75	0.4789134348174156
22	0	1.0	1010001010111001101011100010011010000000100110011010001000100110	0.84375	0.3901057333751455
23	0	1.0	1100101010111010101011100010011010000010100110011010001000100110	0.78125	0.35661825131310443
24	0	1.0	0010001010111011101011100010011010000010100110011010001000100110	0.8125	0.29456986702768234
25	0	1.0	1010001010111011101011100010011010000010100110011010001000100110	0.84375	0.2959320496111132
26	0	0.95	1000001010111010101011100010011010000000100110111010011001100110	0.84375	0.24686148543478967
27	0	0.95	1000001010111011101011100010011010000010100110011010001000100110	0.875	0.24489073416896126
28	0	1.0	1010001010111011101011100010011010000010100110011010001000100110	0.84375	0.25824347589969265
29	0	1.0	1010001010111011101011100010011010000010100110011010101000100110	0.875	0.2487612149271266
30	0	1.0	1000001010111010101011100010011010000010100110001000011000100110	0.875	0.2387028063631983
31	0	1.0	0010001010111001101001100010011010000010100110001000011000100110	0.84375	0.22724732335079817
32	0	0.95	1000001010111001101011100010011010000010100110011010001000100110	0.90625	0.219110195614005
33	0	1.0	1000001010111010101011100010011010000000100110111010001000100110	0.84375	0.20226341032013143
34	0	0.95	1100001010111011101011100010011010000010101110011010101000100110	0.90625	0.195552278716538
35	0	1.0	1100001010111011101011100010011010000010101110011010101000100110	0.90625	0.20126989769203957
36	0	1.0	1010001010111001101011100010011010000010101110011010101000100110	0.9375	0.21130234473866355
37	0	1.0	1000001010111001101011100010011010000010101110011010101000100110	0.96875	0.2047221416995164
38	0	1.0	1000001010111001101011100010011010000010100110011010001010100110	0.875	0.20389512322612355
39	0	1.0	1100001010111011101011100010011010000010101110011010101000100110	0.90625	0.20487436243384322
40	0	1.0	1000001010111001101011100010011010000010100110011010001000100110	0.90625	0.19895615485119567
41	0	1.0	1000001010111000101011100010011010000010101110011010101000100110	0.9375	0.1899983014551929
42	0	1.0	1010001010111001101011100010011010000010101110011010101000100110	0.9375	0.1946500214009397
43	0	1.0	1000001110111001101011100010011010000010100110011010001000100100	0.84375	0.18533052573704925
44	0	1.0	1010001010111001101011100010011010000010101110011010101000100110	0.9375	0.1610929422975214
