generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.95	1101101101110100100100101111000101011000111010001101110101110101	0.625	0.9897119348040077
1	0	0.9	0010011101010001110011111011101101101101000010110000000100111010	0.65625	0.9822089318167894
2	0	0.85	0010111111110010100010111111001110000100000000011101111000010010	0.6875	0.9789580945490699
3	0	0.85	0010011101010001110011111011101101101101000010111111011100101100	0.59375	0.9697976396692372
4	0	0.85	1101110011101011101010010101110000110001011111010001111101100001	0.625	0.9604415983356972
5	0	0.8	1011011011011011111010001111000001111101111100110111101101001000	0.65625	0.9656355837595827
6	0	0.85	0110111100111100101001000100001010101010011110110100001100000001	0.65625	0.9558808290443099
7	0	0.85	1001010011101011101010010101110000110001011110110100001100000010	0.625	0.9407364891353488
8	0	0.9	1001010011101011101010010101110000110001011110110100001100000010	0.625	0.9386617578281777
9	0	0.85	1011001111011001110101100011101101101101011010001101110101110101	0.71875	0.9288507348155665
10	0	0.9	0001101101111100101111100110110111010010101111101101111100001011	0.75	0.9214320947180829
11	0	0.9	1000111001110100011001001101110001000101110011110111111101101000	0.625	0.9065146943003931
12	0	0.85	1001001111011001110101100011100000110110001001111100111100100101	0.625	0.8995784781892497
13	0	0.9	0010011101010001110011111011101101101101011010001101110101110101	0.65625	0.895460394153548
14	0	0.9	0001101101111100101111100110110111010010101111101101111100001011	0.75	0.8884107683954412
15	0	0.9	0011110011110001111111101101110001001101110011110111101100111001	0.65625	0.8917188377499873
16	0	0.9	1101110011101111101010000110110111010010101111101101111100001011	0.65625	0.8835181628877611
17	0	1.0	0010011101010001110101100011101101101101011010001101110101110101	0.71875	0.8504676194625964
18	0	0.9	1000011101010001010011111011111101100001110011110101110101110101	0.71875	0.8450377028992033
19	0	0.95	1101110011101111101010000110110110110001011111010001111101100001	0.65625	0.8155212134344735
20	0	0.9	1011111110000101110011100011001001101101011111010101111100011011	0.65625	0.8060966216972042
21	0	0.9	1011001111011001110101100011101101101101011010001101110100110101	0.71875	0.7933429071673377
22	0	0.85	1000011101010001110101100011101101101101011010001101110101110101	0.75	0.796499210909824
23	0	0.9	1011001111011001110101100011101101101101011010001101110100110101	0.71875	0.7596701508691904
24	0	0.95	1011001111011001110111100110110111010010101111101101111100001011	0.65625	0.7410146120753555
25	0	0.95	0010101111101100101111110011101001101101011111010001111100001011	0.65625	0.7849157209874351
26	0	0.85	1011101101111111110111000011101101101101011010001101110101110101	0.6875	0.7773659966018852
27	0	0.85	1010001111011001110101100011110001100111011010001101110101110101	0.71875	0.7444322867408549
28	0	0.95	1000011101010001010011111011111101100001110011110101110101110101	0.71875	0.6988822800246887
29	0	0.85	1001011101010001010011111011111101100001110011110101110101110101	0.75	0.691385693195276
30	0	0.95	1010001111011001110101100011110001100111011010001101110101110101	0.71875	0.7193999127474925
31	0	0.9	0001101101111100101111100110110111010010101111101101111100001101	0.71875	0.7100426927444233
32	0	0.9	0001101101111100101111100110010111010010101111101101111100110101	0.65625	0.6937832090550874
33	0	0.95	1010001111011001110101100011111101101101011010001100110101110101	0.75	0.6743820011117219
34	0	0.9	1100011101011001110101100011111101101101011010001100110101110101	0.71875	0.6789403263936905
35	0	0.9	1100011101011001110101100011101101101101011010001101110101110101	0.71875	0.6478387241345174
36	0	0.95	1000001111110001010011111011110111010010101111101101111100001011	0.6875	0.6427483456612013
37	0	0.95	1011001111011001110011111011111101100001110011110101110101110101	0.6875	0.6250253076101356
38	0	0.9	1000011101010001010011111011111101100001110011110101110101110101	0.71875	0.6102216766551735
39	0	0.95	1001001111110001010011111011111101100001110011111101110100001101	0.65625	0.6096277707070773
40	0	0.95	0001101101111100101110100110110111010010001111101101111100001101	0.6875	0.6230254339508512
41	0	0.95	0001101101111100101111100110110111010010101111101101111100001011	0.75	0.6153673865301956
42	0	0.9	1100011101011001110101100011101101101101110011110101111101110101	0.6875	0.6246187489857261
43	0	0.85	0001101101111100101110100011101111010011111010001100111100001001	0.6875	0.5953121699185967
44	0	0.85	0001101101111100101111100110110111010010101111101101111100001011	0.75	0.6066356184678409
45	0	0.9	1000011101000001110101100011101101101101011010001101110101110101	0.71875	0.6048566960137124
46	0	0.95	1010001111011001110101100011111101101101011010001101110101110101	0.78125	0.6109191908723153
47	0	0.95	1010001111011001110101100011111101101101011010001100110101110101	0.75	0.6001572413418406
48	0	0.95	0001101101111100101110100110110111010010101111101101111100001011	0.71875	0.6255912571386324
49	0	0.9	1010001111011001110101100011111101101101011010001101110101110101	0.78125	0.6067377066088319
50	0	0.9	0001011101010001010011111011111101101101011001010101110101110101	0.71875	0.6129776180059588
51	0	0.95	0001001111011001110101100011110101101101110011110101110101110101	0.6875	0.6057987270437739
