generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	0100100101000110110101001011000101111110011100000100101001000011	0.59375	0.9879560659223584
1	0	0.85	0011011111110011100100010001101100010100101100101000010101010001	0.6875	0.9806120423666311
2	0	0.9	0010001010110010100111001110101100101100101101000111011101011101	0.71875	0.9628621033266122
3	0	0.85	1100110000110110010101101010000110000000011001110111000110110001	0.65625	0.9575390598056538
4	0	0.85	0110000000001010101010110100100010101010100111000010010101010001	0.6875	0.94809199402052
5	0	0.9	0010101000010000010101011110011111110100101001000111100110100001	0.59375	0.9448316831405745
6	0	0.8	0101001100011000001011100110011111110110110000001110011111101100	0.59375	0.9340211482939634
7	0	0.8	0010101000010000010101011110101100010100010001110101000110111100	0.625	0.9166821962075141
8	0	0.85	1100000000001011100100010001101100010100011010100110001100100000	0.65625	0.9056256860619953
9	0	0.95	1110001010110010100111000000000110000010011011101110001101010100	0.625	0.8951945917584794
10	0	0.9	0110000000000000001011100000101010101010100111000011010101000000	0.71875	0.8824512011564069
11	0	0.9	0101011000011000110101011000000010101010011001100110001101100001	0.65625	0.8578320807198694
12	0	0.9	0110000000000000001011100000001010100000011001110001100110110100	0.65625	0.8370885952729811
13	0	0.9	1100100000110011100111101001011001100001110101100101000100111100	0.71875	0.8013914665178181
14	0	0.85	0101101100011000001011100000000010000000100101001011010100010011	0.65625	0.8138340717877479
15	0	0.9	0110101100011000001011100000000010100000100111000010010101100100	0.65625	0.7973327675770575
16	0	0.9	1100000100010110010101011000000010000000011100100101100110110100	0.6875	0.8054992061083341
17	0	0.9	0011111110000000001110100000000100000010011111101011000100100000	0.6875	0.7892481811251291
18	0	0.95	1100000100010110010101011000011001100001110100100101000100100010	0.71875	0.772151638548226
19	0	0.9	1100000100010110010101011000011001100001110100100101000100100010	0.71875	0.7387579875004496
20	0	0.9	1100000100010110010101011000011101000001110110110111000100100001	0.625	0.7497306392807762
21	0	0.9	1100100010010110010101101001011001000001100100100111000101010100	0.65625	0.7475528059170867
22	0	0.8	1101000100010110010001011000000010000000011100100101100110110110	0.6875	0.7186624644265733
23	0	0.85	1100000001010110001001011000000011000100010100100101100110110110	0.65625	0.7364298591639343
24	0	0.95	0101000000010110001001011000000010000000011100100101100110110110	0.6875	0.7171036869221856
25	0	0.95	1000000000110110010101011000001010000001111100100101100110110010	0.75	0.7019654334647569
26	0	0.9	1101010000010110010111011001011010000010011100100101100110110010	0.6875	0.7161577530274208
27	0	0.95	1100000000010111110111111001001001000001100100100111111110110110	0.75	0.7409275170263471
28	0	0.9	1100000100100110010101010010111001010000011100100101100110100100	0.65625	0.7081817197245631
29	0	0.95	1100000000000010010101111001011001000001100100100011001100110110	0.71875	0.7167190021608136
30	0	0.9	1100000100110110010101010001011010000100010100100111100110110110	0.65625	0.7244043442698602
31	0	0.85	0101000001111110010101010010111001010000011111101100010110100111	0.84375	0.7155017993122198
32	0	0.85	0101000001111110010101010010011001000001011100100111000110110110	0.75	0.7046885437229288
33	0	0.9	1100000000000000010101011001011001000001011100100101000110110110	0.75	0.7272039349811619
34	0	0.9	0100000100010110010111111001000110000000010101101000010110110000	0.65625	0.7232367525134813
35	0	0.85	0101000100010110011110100010010110000010010100100100010100110000	0.71875	0.6870138791663675
36	0	0.85	0100000000010110010111011001011001000000011101101000010110110000	0.71875	0.6677009405628465
37	0	0.9	1101000000000110010111010010100011010000011101101000010110111010	0.6875	0.63597748840393
38	0	0.95	0101001000011001111100101010101001010000110001101111100110110010	0.65625	0.6711777051110989
39	0	0.8	1101101000010110010110010010101001010000001001101000011110110010	0.6875	0.6629547240518753
40	0	0.85	1110000000010010011011010010100011010100000100100100100000110000	0.75	0.6748028384604415
41	0	0.85	1100000100011110010111010010110001010001001001001111100110110000	0.65625	0.6776179378949608
42	0	0.85	1101101100011110010111010010110001010001001001001111100110110000	0.65625	0.667008777955006
43	0	0.9	0101000000000110010000100010011001000011011101101100100100110000	0.6875	0.6669663133513448
44	0	0.9	0101100000010111011110011010100011010000010011001111101110110000	0.65625	0.6445210848964837
45	0	1.0	0100100000010110010110011010101001011000001101101001100111110010	0.78125	0.6441119020048236
46	0	0.85	0101000000010101011110000000001001010000010101101000011011010000	0.6875	0.6543661665774186
47	0	0.95	0101000100010110011111001001011001010000011101101111100111010110	0.78125	0.6110668664977283
48	0	0.9	0101100000010110010111011001011001010100011101101101100111110000	0.6875	0.586387208287308
49	0	0.9	0101100000010110011110011001011001010000110001101111100110110010	0.78125	0.6007242430472388
50	0	0.85	0101100100010110010110010010100011010001011101101001101110101000	0.75	0.6010404912330483
51	0	1.0	0101000000010110011110011001011011010000110000101111100110110010	0.75	0.5870102186881083
52	0	0.9	0101000000010110011110011001011011010000110000101111100110110010	0.75	0.5514674467281706
53	0	0.9	0101000000010110011110011000011001010100001111101111101110110010	0.75	0.5077084701852391
54	0	0.9	0101000000010110011110011000011001010100001111101111101110110010	0.75	0.4937119763367837
55	0	0.925	0101000000010110011110011001011001010000011001001111100110110010	0.78125	0.4789952182244826
56	0	0.95	0101010000010010011010011001011001010100001001101110100111010110	0.84375	0.49161560924630177
57	0	1.0	1101100000011110111110011011011011010000001111101111100110110010	0.90625	0.45593512727559493
