generation	subpopulation	best estimate	genome	ground truth	entropy
0	0	0.9	0100010010011011001001010110101010100011001011110001001011101111	0.65625	0.9910466073173115
1	0	0.9	0000111001110111001101101011010101000000001111100001100010111000	0.59375	0.9779389181442473
2	0	1.0	1011010110101011000101110001101010010000001110011001111111110110	0.65625	0.9702366372265602
3	0	1.0	0100010010001001000110011100101101010000001110011101010100101111	0.625	0.9626967505051746
4	0	0.9	0100010010001101000110011100101101010101000011000101100110000111	0.75	0.9445331234591137
5	0	0.9	0010010000101000001010000011011001010111101010010110000100011111	0.59375	0.9427196022385651
6	0	1.0	1101110101100000000001000011100010110001110111001001000001011100	0.625	0.9213401024290423
7	0	1.0	1011100110110111110011110101111001010111101111010110000100011111	0.65625	0.9085404861341115
8	0	1.0	0000010111111111110011110101111001010111101111010110000100011111	0.625	0.9001386505916132
9	0	0.9	0100000110111100111101110000111000010000001110011101010100110000	0.625	0.8614303548197075
10	0	0.9	0100010110110100111100110100101100100100011111111101010110101101	0.65625	0.8502190065566041
11	0	0.9	1101100101110000100100000100111000010000001110011101010100110100	0.625	0.8454722519179699
12	0	0.9	1011010111111001000110011100101110010000001111000111100100000101	0.6875	0.8390834714258131
13	0	0.9	1111100101100001000101110001101001000100101111000101101110000111	0.6875	0.8221480368876977
14	0	1.0	1100000111111111100101110001101000010000000000010000000100101111	0.6875	0.8226030664317521
15	0	0.9	1100100111111111110011110101001001000001010001000101100110000101	0.59375	0.8042880371096569
16	0	1.0	1111100101101101000110100111001101000010000001010011101110000011	0.59375	0.7980077762747105
17	0	1.0	0011100101100011110011111100101100100100011111111111100100111101	0.65625	0.7924158269003795
18	0	1.0	0100010101110100100100000011101110010010000001010011101100000111	0.65625	0.7870941067015543
19	0	1.0	1011010101110100100100011111001001000100011111111111100110000101	0.59375	0.7814343566130497
20	0	0.9	0110100110111111110011111100111111100101101100011111001100101111	0.6875	0.7817954250162868
21	0	1.0	0110100110111111110011111100111111100101101111111111100100111111	0.71875	0.791401375477593
22	0	1.0	1110010110111001000101110111111100100011101110011111010100101111	0.6875	0.778631266383328
23	0	1.0	1100010111110101110011111111101001000101001110010000100100101111	0.625	0.7650339315082691
24	0	0.9	0100010111111011110001111100111100110101001110011111010100101111	0.6875	0.7495932116068663
25	0	1.0	0110100110101111110001011100111011010101001110011111010001001101	0.625	0.7409326792268509
26	0	0.9	0111000111110100000101010100101100100100010011010101010100101111	0.59375	0.734268025994329
27	0	0.9	1111111101100000000101010100101100100100011101111101010100101101	0.625	0.7230807524341926
28	0	1.0	0111000111110100000101010100101100100100011111101111100111010001	0.59375	0.7100272691179508
29	0	1.0	1101000101100000000101111101101011100001001011010101010100101111	0.65625	0.7012686791498096
30	0	1.0	1100000101100000000001011101111011000001000011111101010000101101	0.625	0.7113318324191957
31	0	0.9	1110000110101001000001111100101100110100001111111101010001001101	0.65625	0.7062761143925462
32	0	1.0	1010000111100011110001101100101111100101011111111101010011001111	0.71875	0.6934174468392491
33	0	0.9	1101000011100100100001111100101111100001001110011111100100110011	0.59375	0.7068897821610123
34	0	1.0	1010000111100011110001101100101111100101011111111101010011001110	0.6875	0.6925053888871932
35	0	1.0	1100010111000010100111111100101111100000010011111111000101011101	0.65625	0.7053937186937718
36	0	1.0	0110000111110001010001011110111011000001000111101101010101001100	0.625	0.6930757556368358
37	0	0.9	1100010111000010100111111100101111100000010011111111000101001101	0.65625	0.6876137248089033
38	0	1.0	1110000101100001100001011110101111100001011111111101011111000111	0.6875	0.6890275046066827
39	0	1.0	1100010111100001100001011110110001000000001001010100010111010111	0.625	0.7051483346042394
40	0	1.0	1100010111100001010001011101110011100100010011111111011111000101	0.6875	0.6999179252041957
41	0	1.0	1110000101000010100111111110011000100111001010001111010001001111	0.6875	0.691069499063717
42	0	0.9	1110000101000010100111110100101111100100010011111101011111000101	0.65625	0.7325178854696022
43	0	0.9	1110110111110000010101011101110011100000011101010101000101001111	0.65625	0.734374912161835
