0,0.4
0,0.26
0,0.36
0,0.3
0,0.18
0,0.48
0,0.28
0,0.34
0,0.34
0,0.48
0,0.16
0,0.26
0,0.52
0,0.2
0,0.28
0,0.42
0,0.34
0,0.22
0,0.1
0,0.4
0,0.16
0,0.4
0,0.24
0,0.24
0,0.38
0,0.24
0,0.46
0,0.52
0,0.28
0,0.1
0,0.26
0,0.2
1,0.54
1,0.38
1,0.52
1,0.44
1,0.26
1,0.54
1,0.22
1,0.62
1,0.38
1,0.42
1,0.32
1,0.44
1,0.4
1,0.54
1,0.38
1,0.52
1,0.36
1,0.36
1,0.58
1,0.54
1,0.56
1,0.56
1,0.36
1,0.28
1,0.6
1,0.24
1,0.42
1,0.38
1,0.36
1,0.58
1,0.5
1,0.6
2,0.4
2,0.46
2,0.6
2,0.42
2,0.46
2,0.36
2,0.54
2,0.56
2,0.58
2,0.44
2,0.36
2,0.52
2,0.38
2,0.44
2,0.54
2,0.52
2,0.66
2,0.56
2,0.4
2,0.4
2,0.44
2,0.48
2,0.58
2,0.34
2,0.48
2,0.34
2,0.62
2,0.56
2,0.48
2,0.38
2,0.4
2,0.3
3,0.62
3,0.34
3,0.4
3,0.52
3,0.52
3,0.48
3,0.3
3,0.26
3,0.42
3,0.58
3,0.56
3,0.36
3,0.54
